horizon	z	c	i	y	k	l	r	w	case
19	0.750392318118885	0.921574336990543	1.72977329214822	1.11344890907834	0.918107064774547	0.0959372860438972	0.216153798851833	1.01751162303444	baseline
20	0.739136433347101	0.926068963002578	1.67858456873347	1.10472374709696	0.93711900237352	0.0893273920471915	0.186616682322413	1.01539635504977	baseline
21	0.728049386846895	0.929700912257064	1.629259522929	1.09578317234464	0.954422515387407	0.0830411300437903	0.158664169971125	1.01274204230085	baseline
22	0.717128646044191	0.932517649742006	1.58172262512257	1.0866454496525	0.970105018130786	0.0770638999552464	0.132222934265092	1.00958154969725	baseline
23	0.706371716353529	0.934564429629588	1.53590154401529	1.07732791721756	0.984249931277899	0.0713817437939863	0.107222899086775	1.00594617342357	baseline
24	0.695776140608226	0.935884393508221	1.49172700898222	1.06784702883658	0.996936858220507	0.0659813176641798	0.0835970975586818	1.0018657111724	baseline
25	0.685339498499102	0.936518664316196	1.44913267839014	1.0582183942762	1.00824175372475	0.0608498649800003	0.0612815360556902	0.997368529296197	baseline
26	0.675059406021616	0.936506436164078	1.40805501361427	1.04845681786089	1.01823708522199	0.0559751908484044	0.040215064136139	0.992481627012482	baseline
27	0.664933514931291	0.935885060224804	1.3684331585068	1.0385763353565	1.02699198705411	0.0513456375658479	0.0203392501345139	0.987230697790652	baseline
28	0.654959512207322	0.934690126862713	1.33020882408057	1.02859024922379	1.03457240797977	0.0469500611805368	0.00159826216968129	0.98164018804325	baseline
29	0.645135119524212	0.932955544165259	1.29332617818214	1.01851116231315	1.04104125223483	0.0427778090739464	-0.0160612456666154	0.975733353239206	baseline
30	0.635458092731349	0.930713613034052	1.25773173993759	1.0083510100687	1.0464585144274	0.0388186985173259	-0.032690242166123	0.969532311551378	baseline
31	0.625926221340379	0.927995098985085	1.22337427876416	0.998121091306736	1.05088140853581	0.0350629961608253	-0.0483374231206597	0.963058095145911	baseline
32	0.616537328020273	0.924829300801465	1.19020471774996	0.987832097630963	1.05436449126617	0.0315013984147491	-0.0630493109048516	0.956330699216214	baseline
33	0.607289268099969	0.92124411617574	1.15817604121207	0.977494141544077	1.05695978001482	0.0281250126841688	-0.0768703497220908	0.949369128859909	baseline
34	0.598179929078469	0.917266104472984	1.12724320625206	0.967116783312622	1.05871686567075	0.0249253394198189	-0.0898429967021943	0.942191443892803	baseline
35	0.589207230142292	0.912920546740058	1.09736305813563	0.956709056639726	1.05968302048237	0.0218942549498338	-0.102007809031021	0.934814801689892	baseline
36	0.580369121690158	0.908231503081052	1.06849424933042	0.946279493197809	1.05990330120357	0.0190239950583782	-0.11340352728456	0.92725549813943	baseline
37	0.571663584864806	0.903221867513671	1.04059716204366	0.935836146071151	1.05942064772457	0.0163071392787402	-0.12406715513242	0.919529006792411	baseline
38	0.563088631091833	0.897913420416349	1.01363383410768	0.925386612156017	1.05827597738415	0.0137365958698344	-0.134034035568555	0.911650016286183	baseline
39	0.554642301625456	0.892326878671114	0.987567888068384	0.914938053563991	1.05650827515126	0.0113055874464385	-0.14333792382016	0.903632466117552	baseline
40	0.546322667101074	0.886481943602629	0.962364463337737	0.904497218072115	1.05415467985592	0.00900763723474307	-0.152011057079142	0.895489580837372	baseline
0	1	0.561661093457709	2.93552252238731	1.12523970608128	0.0733880630596827	0.187859537541191	1.12523970608128	0.937380168540091	eta_0_5
1	0.985	0.593552027731425	2.84595139166824	1.12829432276678	0.142702146274897	0.178247431678453	1.0549062597071	0.950046891088331	eta_0_5
2	0.970225	0.62333128836012	2.75956871350943	1.13049556915096	0.20812381045576	0.169054760263614	0.987793422876066	0.961440808887348	eta_0_5
3	0.955671625	0.651096720461149	2.67625191956631	1.13188896197532	0.269827013183524	0.160264080504725	0.923765151519562	0.971624881470598	eta_0_5
4	0.941336550625	0.676942020739933	2.59588330801222	1.13251800980458	0.327978420554241	0.151858663021548	0.862690996621052	0.980659346783028	eta_0_5
5	0.927216502365625	0.700956908320336	2.51834984786808	1.13242429684606	0.382737706237087	0.143822462841908	0.804445876291817	0.988601834004151	eta_0_5
6	0.913308254830141	0.723227288612716	2.44354299123688	1.13164756333644	0.434257838362082	0.136140091574574	0.74890985709935	0.995507471761864	eta_0_5
7	0.899608631007689	0.743835410502351	2.37135849312314	1.13022578263534	0.482685354731109	0.128796790710997	0.695967944273262	1.00142899192435	eta_0_5
8	0.886114501542573	0.762860017129448	2.30169623853042	1.12819523515989	0.528160626826091	0.121778406010148	0.645509880428784	1.00641682914974	eta_0_5
9	0.872822784019435	0.780376490520968	2.2344600765422	1.1255905792886	0.570818113068994	0.115071362922543	0.597429952462505	1.01051921636605	eta_0_5
10	0.859730442259143	0.79645699032395	2.16955766110372	1.122444919358	0.610786601769862	0.108662643011348	0.551626806289002	1.01378227634665	eta_0_5
11	0.846834485625256	0.811170586879872	2.10690029823352	1.11878987087031	0.648189444181453	0.102539761330144	0.508003269100443	1.01625010954016	eta_0_5
12	0.834131968340877	0.824583388869891	2.04640279940443	1.11465562302557	0.683144778062028	0.0966907447185606	0.466466178844119	1.01796487830701	eta_0_5
13	0.821619988815764	0.836758665751488	1.98798334084458	1.11007099868726	0.715765742131591	0.0911041109785897	0.426926220625229	1.01896688770867	eta_0_5
14	0.809295688983527	0.847756965198079	1.93156332851866	1.1050635118857	0.746160681791268	0.0857688488958728	0.389297769754106	1.01929466298983	eta_0_5
15	0.797156253648774	0.857636225744603	1.87706726855983	1.09965942295973	0.774433346460482	0.0806743990717086	0.353498741168461	1.01898502388802	eta_0_5
16	0.785198909844043	0.866451884833832	1.82442264293154	1.09388379143257	0.800683078872259	0.0758106355329124	0.319450444972087	1.01807315589966	eta_0_5
17	0.773420926196382	0.874256982450282	1.77355979010779	1.0877605267143	0.825004996653147	0.0711678480880044	0.287077447842037	1.01659267862629	eta_0_5
18	0.761819612303436	0.881102260521013	1.72441179056884	1.08131243671942	0.847490166501039	0.0667367253994682	0.25630744006627	1.01457571131995	eta_0_5
19	0.750392318118885	0.887036258255311	1.67691435691738	1.07456127448444	0.868225771261448	0.0625083387430415	0.227071107983396	1.01205293574139	eta_0_5
20	0.739136433347101	0.892105403588322	1.63100572842851	1.06752778286693	0.887295270190625	0.0584741264262017	0.19930201160548	1.00905365644073	eta_0_5
21	0.728049386846895	0.896354100886955	1.58662656985388	1.06023173740428	0.904778552682206	0.0546258788391094	0.172936467213658	1.00560585856517	eta_0_5
22	0.717128646044191	0.899824815069987	1.5437198743082	1.05269198740712	0.920752085722856	0.0509557241123761	0.147913434724909	1.00173626329474	eta_0_5
23	0.706371716353529	0.902558152288138	1.50223087007272	1.0449264953593	0.935289055331602	0.0474561143570528	0.12417440963644	0.997470381002243	eta_0_5
24	0.695776140608226	0.904592937303944	1.46210693115751	1.03695237469364	0.94845950222725	0.0441198124632317	0.101663319362037	0.992832562230408	eta_0_5
25	0.685339498499102	0.905966287705622	1.42329749147029	1.02878592600946	0.960330451958326	0.0409398794346136	0.0803264237822126	0.987846046574849	eta_0_5
26	0.675059406021616	0.906713685083639	1.38575396244607	1.02044267179558	0.970966039720519	0.0379096622373148	0.0601122198372575	0.982533009558268	eta_0_5
27	0.664933514931291	0.906869043293515	1.34942965399771	1.01193738971969	0.980427630077449	0.0350227821420585	0.0409713499991705	0.976914607577631	eta_0_5
28	0.654959512207322	0.90646477392334	1.31427969865282	1.00328414454257	0.988773931791833	0.0322731235397432	0.0228565144651204	0.971011021002826	eta_0_5
29	0.645135119524212	0.90553184907971	1.28026097874856	0.994496318713323	0.996061107965752	0.0296548232112042	0.00572238692148908	0.964841495502118	eta_0_5
30	0.635458092731349	0.904099861601147	1.24733205656033	0.985586641699369	1.00234288168062	0.0271622600327408	-0.0104744662663823	0.958424381666629	eta_0_5
31	0.625926221340379	0.902197082803672	1.21545310724589	0.976567218102903	1.00767063731975	0.0247900450997438	-0.0257756635777128	0.95177717300316	eta_0_5
32	0.616537328020273	0.89985051785892	1.18458585449112	0.967449554613328	1.01209351774903	0.0225330122514692	-0.0402210827064203	0.944916542361858	eta_0_5
33	0.607289268099969	0.897085958901143	1.15469350874807	0.958244585843218	1.01565851752401	0.0203862089806917	-0.053848931905814	0.937858376862527	eta_0_5
34	0.598179929078469	0.893928035955519	1.12574070796056	0.948962699093406	1.01841057228492	0.0183448877126288	-0.0666958184306023	0.930617811380777	eta_0_5
35	0.589207230142292	0.890400265776436	1.09769346067683	0.939613758090918	1.02039264449472	0.0164044974381606	-0.0787968141940035	0.923209260652758	eta_0_5
36	0.580369121690158	0.886525098680834	1.07051909145263	0.930207125741764	1.02164580566867	0.0145606756869765	-0.0901855187529557	0.915646450054787	eta_0_5
37	0.571663584864806	0.882323963458216	1.04418618845227	0.920751685938818	1.02220931523826	0.0128092408268671	-0.100894119729849	0.907942445111951	eta_0_5
38	0.563088631091833	0.877817310435651	1.01866455315874	0.911255864463434	1.02212069618627	0.0111461846759277	-0.110953450774823	0.900109679787506	eta_0_5
39	0.554642301625456	0.873024652772879	0.993925152107691	0.901727649017834	1.0214158075843	0.00956766541498507	-0.120393047168435	0.892159983602849	eta_0_5
40	0.546322667101074	0.867964606059628	0.969940070563449	0.892174608423845	1.02012891415878	0.00807000078807211	-0.12924119916046	0.884104607635772	eta_0_5
0	1	0.679205615174367	4.10923790044049	1.49352982678431	0.102730947511012	0.740294737827218	1.49352982678431	0.753235088957088	eta_10
1	0.985	0.719063852522857	3.9286786268221	1.48105872699678	0.198379639493789	0.692722613158108	1.37832777948576	0.788336113838668	eta_10
2	0.970225	0.755624725516527	3.75724230662811	1.46823897139194	0.287351206172147	0.64783113261401	1.26985933189815	0.820407838777928	eta_10
3	0.955671625	0.789083304733901	3.59444609495637	1.45510468658528	0.370028578391753	0.60547398350125	1.16775348041313	0.849630703084026	eta_10
4	0.941336550625	0.819623880507988	3.43983305279675	1.44168792860532	0.446773690251878	0.565512770997573	1.07165935021357	0.876175157607746	eta_10
5	0.927216502365625	0.847420548283583	3.29297075175177	1.42801879802783	0.517928616789375	0.527816590676585	0.981245107775949	0.900202207351241	eta_10
6	0.913308254830141	0.872637762342388	3.15344995398696	1.41412554884793	0.583816650219315	0.492261624095949	0.896196932058556	0.921863924751983	eta_10
7	0.899608631007689	0.895430859603082	3.02088336335394	1.40003469142882	0.64474331804768	0.45873075620522	0.81621804120951	0.941303935223604	eta_10
8	0.886114501542573	0.915946555111333	2.89490444384735	1.38577108984722	0.700997346192672	0.427113213396262	0.741027771799542	0.958657876450959	eta_10
9	0.872822784019435	0.934323410747641	2.7751663017642	1.37135805393862	0.75285157008196	0.39730422108271	0.67036070774595	0.974053832855912	eta_10
10	0.859730442259143	0.950692278598474	2.66134062813009	1.356817426329	0.800563796533163	0.369204679755023	0.60396585624704	0.987612746573977	eta_10
11	0.846834485625256	0.965176720358179	2.55311669814172	1.34216966472405	0.844377619073377	0.342720858514432	0.541605868190891	0.999448806209622	eta_10
12	0.834131968340877	0.977893404055356	2.45020042455098	1.32743391971259	0.884523189210317	0.31776410514294	0.483056300639213	1.00966981456965	eta_10
13	0.821619988815764	0.988952479327627	2.35231346208114	1.31262810832666	0.921217946032088	0.294250571817304	0.428104919116344	1.01837753650936	eta_10
14	0.809295688983527	0.998457932402665	2.25919236012312	1.2977689835881	0.954667306384364	0.272100955623118	0.376551037556007	1.02566802796498	eta_10
15	0.797156253648774	1.0065079218809	2.17058776110793	1.28287220025854	0.985065317752453	0.251240253070582	0.328204893874177	1.03163194718796	eta_10
16	0.785198909844043	1.01319509635623	2.08626364209196	1.26795237699852	1.01259527586094	0.231597527856632	0.282887059246069	1.03635484914189	eta_10
17	0.773420926196382	1.01860689485509	2.00599659722462	1.25302315512987	1.03743030889503	0.21310569115889	0.240427879268929	1.03991746397098	eta_10
18	0.761819612303436	1.02282583102151	1.92957515889346	1.23809725418535	1.05973393014499	0.195701293785313	0.200666945290319	1.04239596040004	eta_10
19	0.750392318118885	1.02592976192544	1.85679915546116	1.22318652441953	1.0796605607779	0.179324329540082	0.163452594274539	1.04386219487945	eta_10
20	0.739136433347101	1.02799214232471	1.78747910362057	1.20830199644531	1.09735602434896	0.163918049200546	0.12864143566741	1.04438394724476	eta_10
21	0.728049386846895	1.0290822651657	1.72143563350144	1.19345392815188	1.11295801457778	0.149428784532895	0.0960979038029179	1.04402514361899	eta_10
22	0.717128646044191	1.02926548906596	1.65849894476205	1.17865184905136	1.12659653783238	0.135805781804911	0.0656938344735838	1.04284606724645	eta_10
23	0.706371716353529	1.02860345348143	1.59850829199519	1.16390460219333	1.13839433168645	0.123001044283546	0.0373080643609456	1.04090355790978	eta_10
24	0.695776140608226	1.02715428222337	1.54131149786744	1.14922038377916	1.14846726084098	0.110969183232534	0.0108260520927039	1.03825120054662	eta_10
25	0.685339498499102	1.02497277595402	1.48676449249625	1.13460678060074	1.15692469163236	0.0996672769515599	-0.01386048024024	1.03493950364918	eta_10
26	0.675059406021616	1.02211059425613	1.43473087764981	1.12007080542154	1.1638698462828	0.0890547374230962	-0.0368538862108219	1.03101606799844	eta_10
27	0.664933514931291	1.0186164278394	1.3850815144313	1.10561893041158	1.16940013798651	0.0790931841565237	-0.0582509158712152	1.02652574625506	eta_10
28	0.654959512207322	1.0145361614165	1.33769413318092	1.09125711874186	1.17360748786637	0.0697463248412416	-0.0781430192446457	1.02151079390062	eta_10
29	0.645135119524212	1.00991302775248	1.29245296439779	1.07699085443806	1.17657862477965	0.060979842441433	-0.0966166334283134	1.01601101199662	eta_10
30	0.635458092731349	1.00478775336447	1.24924838954804	1.06282517058791	1.17839536889886	0.0527612883849429	-0.113753454191743	1.01006388220297	eta_10
31	0.625926221340379	0.999198696322471	1.20797661068699	1.04876467599175	1.17913489994357	0.0450599815175218	-0.129630692907118	1.00370469447422	eta_10
32	0.616537328020273	0.993181976577975	1.16853933788068	1.03481358034049	1.17887001089199	0.0378469125113751	-0.144321319603079	0.996966667829113	eta_10
33	0.607289268099969	0.986771599224118	1.13084349346721	1.02097571800126	1.17766934795638	0.031094653433761	-0.15789429289074	0.989881064567494	eta_10
34	0.598179929078469	0.979999571069099	1.0948009322496	1.00725457048605	1.17559763756371	0.0247772721972299	-0.170414777470324	0.982477298288822	eta_10
35	0.589207230142292	0.972896010884196	1.06032817676141	0.993653287675189	1.17271590104365	0.0188702516281756	-0.181944349888517	0.974783036047013	eta_10
36	0.580369121690158	0.965489253668102	1.02734616679213	0.980174707863016	1.16908165768736	0.0133504129044671	-0.192541193180632	0.966824294958549	eta_10
37	0.571663584864806	0.957805949250904	0.995780022403761	0.966821376690072	1.16474911680527	0.00819584312651581	-0.202260280997289	0.958625533563556	eta_10
38	0.563088631091833	0.94987115554356	0.965558819710806	0.953595565022114	1.15976935937791	0.00338582679868617	-0.211153551783156	0.950209738223428	eta_10
39	0.554642301625456	0.941708426722242	0.936615378735901	0.940499285833398	1.15419050986186	-0.00109921898985762	-0.21927007354451	0.941598504823256	eta_10
40	0.546322667101074	0.933339896621282	0.908886062689618	0.927534310148297	1.14805789868255	-0.00527780588453173	-0.226656199713562	0.932812116032829	eta_10
