horizon	z	c	i	y	k	l	r	w	case
19	0.750392318118885	0.921574336990543	1.72977329214822	1.11344890907834	0.918107064774547	0.0959372860438972	0.216153798851833	1.01751162303444	baseline
20	0.739136433347101	0.926068963002578	1.67858456873347	1.10472374709696	0.93711900237352	0.0893273920471915	0.186616682322413	1.01539635504977	baseline
21	0.728049386846895	0.929700912257064	1.629259522929	1.09578317234464	0.954422515387407	0.0830411300437903	0.158664169971125	1.01274204230085	baseline
22	0.717128646044191	0.932517649742006	1.58172262512257	1.0866454496525	0.970105018130786	0.0770638999552464	0.132222934265092	1.00958154969725	baseline
23	0.706371716353529	0.934564429629588	1.53590154401529	1.07732791721756	0.984249931277899	0.0713817437939863	0.107222899086775	1.00594617342357	baseline
24	0.695776140608226	0.935884393508221	1.49172700898222	1.06784702883658	0.996936858220507	0.0659813176641798	0.0835970975586818	1.0018657111724	baseline
25	0.685339498499102	0.936518664316196	1.44913267839014	1.0582183942762	1.00824175372475	0.0608498649800003	0.0612815360556902	0.997368529296197	baseline
26	0.675059406021616	0.936506436164078	1.40805501361427	1.04845681786089	1.01823708522199	0.0559751908484044	0.040215064136139	0.992481627012482	baseline
27	0.664933514931291	0.935885060224804	1.3684331585068	1.0385763353565	1.02699198705411	0.0513456375658479	0.0203392501345139	0.987230697790652	baseline
28	0.654959512207322	0.934690126862713	1.33020882408057	1.02859024922379	1.03457240797977	0.0469500611805368	0.00159826216968129	0.98164018804325	baseline
29	0.645135119524212	0.932955544165259	1.29332617818214	1.01851116231315	1.04104125223483	0.0427778090739464	-0.0160612456666154	0.975733353239206	baseline
30	0.635458092731349	0.930713613034052	1.25773173993759	1.0083510100687	1.0464585144274	0.0388186985173259	-0.032690242166123	0.969532311551378	baseline
31	0.625926221340379	0.927995098985085	1.22337427876416	0.998121091306736	1.05088140853581	0.0350629961608253	-0.0483374231206597	0.963058095145911	baseline
32	0.616537328020273	0.924829300801465	1.19020471774996	0.987832097630963	1.05436449126617	0.0315013984147491	-0.0630493109048516	0.956330699216214	baseline
33	0.607289268099969	0.92124411617574	1.15817604121207	0.977494141544077	1.05695978001482	0.0281250126841688	-0.0768703497220908	0.949369128859909	baseline
34	0.598179929078469	0.917266104472984	1.12724320625206	0.967116783312622	1.05871686567075	0.0249253394198189	-0.0898429967021943	0.942191443892803	baseline
35	0.589207230142292	0.912920546740058	1.09736305813563	0.956709056639726	1.05968302048237	0.0218942549498338	-0.102007809031021	0.934814801689892	baseline
36	0.580369121690158	0.908231503081052	1.06849424933042	0.946279493197809	1.05990330120357	0.0190239950583782	-0.11340352728456	0.92725549813943	baseline
37	0.571663584864806	0.903221867513671	1.04059716204366	0.935836146071151	1.05942064772457	0.0163071392787402	-0.12406715513242	0.919529006792411	baseline
38	0.563088631091833	0.897913420416349	1.01363383410768	0.925386612156017	1.05827597738415	0.0137365958698344	-0.134034035568555	0.911650016286183	baseline
39	0.554642301625456	0.892326878671114	0.987567888068384	0.914938053563991	1.05650827515126	0.0113055874464385	-0.14333792382016	0.903632466117552	baseline
40	0.546322667101074	0.886481943602629	0.962364463337737	0.904497218072115	1.05415467985592	0.00900763723474307	-0.152011057079142	0.895489580837372	baseline
0	1	0.233464417332185	5.07657571325673	1.3832678185229	0.126914392831418	0.574901700595358	1.3832678185229	0.808366117927543	rho_0_5
1	0.5	0.184568446201498	2.44481182048534	0.721172988297661	0.184861828522766	0.268302271048081	0.594258595466243	0.45287071724958	rho_0_5
2	0.25	0.157175472058244	1.1329879685452	0.388843187051549	0.208564982023327	0.115833857496653	0.203981358528783	0.273009329554897	rho_0_5
3	0.125	0.140661847805528	0.480957962129139	0.221451572788831	0.215374806525972	0.0403948624916516	0.0128865907655042	0.18105671029718	rho_0_5
4	0.0625	0.129710199455831	0.158656351900504	0.136582307590177	0.213956845160336	0.0034360540671734	-0.078792498935795	0.133146253523004	rho_0_5
5	0.03125	0.121656530538677	0.00105772946991656	0.0930251605007699	0.208634367268075	-0.0143156850189535	-0.120931684659566	0.107340845519723	rho_0_5
6	0.015625	0.115163763843523	-0.0743436107014739	0.070172804419171	0.201559917818836	-0.0224954797121758	-0.138461562848904	0.0926682841313468	rho_0_5
7	0.0078125	0.109558502284392	-0.108793826561356	0.0577194601843221	0.193801074209332	-0.0259195210500348	-0.143840457634514	0.0836389812343568	rho_0_5
8	0.00390625	0.104499399759817	-0.122909592905511	0.0505102144507826	0.185883307531461	-0.0269945926545174	-0.143290859758549	0.0775048071052999	rho_0_5
9	0.001953125	0.099811337426003	-0.126993120979668	0.0459656746390452	0.178061396818682	-0.0269228313934789	-0.139917632892415	0.0728885060325241	rho_0_5
10	0.0009765625	0.0954025030741185	-0.126189656210439	0.0427942925964898	0.170455120492954	-0.0263041052388143	-0.135267104222193	0.0690983978353042	rho_0_5
11	0.00048828125	0.0912229224399339	-0.123066215524792	0.0403485227792437	0.163117087092511	-0.0254371998303451	-0.130106597713711	0.0657857226095888	rho_0_5
12	0.000244140625	0.0872437168433803	-0.118900944965022	0.0383028978528963	0.156066636291072	-0.024470409495242	-0.124814189239614	0.0627733073481383	rho_0_5
13	0.0001220703125	0.0834467243410442	-0.114327787930993	0.0364930631541577	0.149306775685521	-0.0234768305934433	-0.119573573136915	0.0599698937476009	rho_0_5
14	6.103515625e-05	0.0798193029679882	-0.109658809194658	0.0348352907279355	0.142832636063516	-0.0224920061200263	-0.114471484957585	0.0573272968479618	rho_0_5
15	3.0517578125e-05	0.0763517253426467	-0.105045347239493	0.0332862332907719	0.136635686480941	-0.0215327460259374	-0.109546402772744	0.0548189793167093	rho_0_5
16	1.52587890625e-05	0.0730358692578473	-0.100558581182091	0.0318227982900923	0.130705829789365	-0.0206065354838775	-0.104812888190849	0.0524293337739698	rho_0_5
17	7.62939453125e-06	0.0698645565562583	-0.0962298053863331	0.0304320821382331	0.125032438909973	-0.0197162372090126	-0.100273747651132	0.0501483193472457	rho_0_5
18	3.814697265625e-06	0.0668312164267658	-0.0920705583079068	0.0291063346552249	0.119604863979526	-0.0188624408857704	-0.0959261042547478	0.0479687755409953	rho_0_5
19	1.9073486328125e-06	0.063929711177931	-0.0880826788213857	0.0278404387320502	0.114412675409503	-0.0180446362229404	-0.0917644252474756	0.0458850749549906	rho_0_5
20	9.5367431640625e-07	0.0611542435050281	-0.0842633266400183	0.026630647715197	0.109445775358265	-0.0172617978949155	-0.0877820276943059	0.0438924456101126	rho_0_5
21	4.76837158203125e-07	0.0584993047478418	-0.0806074851180727	0.0254739517580924	0.104694443846356	-0.0165126764948747	-0.0839718236001725	0.0419866282529671	rho_0_5
22	2.38418579101562e-07	0.0559596438772211	-0.0771092055660205	0.0243677587576027	0.100149352611047	-0.0157959425598092	-0.0803266850887538	0.0401637013174119	rho_0_5
23	1.19209289550781e-07	0.0535302470692584	-0.0737622226297852	0.0233097326802769	0.0958015632300262	-0.0151102571944907	-0.0768396199307701	0.0384199898747677	rho_0_5
24	5.96046447753906e-08	0.0512063227868334	-0.0705602554962814	0.0222977106764537	0.0916425177618685	-0.0144543060551899	-0.0735038525535725	0.0367520167316436	rho_0_5
25	2.98023223876953e-08	0.0489832898191233	-0.0674971522936024	0.0213296596772533	0.0876640260104817	-0.013826815070935	-0.0703128580846153	0.0351564747481883	rho_0_5
26	1.49011611938477e-08	0.0468567669955099	-0.0645669563577922	0.0204036528181073	0.0838582514512749	-0.0132265570887013	-0.0672603731923745	0.0336302099068086	rho_0_5
27	7.45058059692383e-09	0.0448225639236159	-0.0617639336905151	0.0195178558569518	0.0802176968227302	-0.0126523540333321	-0.0643403955943231	0.0321702098902839	rho_0_5
28	3.72529029846191e-09	0.0428766724182218	-0.0590825812585549	0.0186705186676202	0.076735189870698	-0.0121030768753008	-0.06154717815511	0.030773595542921	rho_0_5
29	1.86264514923096e-09	0.0410152584466739	-0.0565176259499461	0.0178599693453181	0.0734038694751819	-0.0115776445506779	-0.0588752205253799	0.029437613895996	rho_0_5
30	9.31322574615479e-10	0.0392346544961666	-0.0540640190838859	0.0170846096893916	0.0702171722612052	-0.0110750224033875	-0.0563192597857903	0.0281596320927791	rho_0_5
31	4.65661287307739e-10	0.0375313523084831	-0.0517169289132302	0.0163429114428965	0.0671688197318443	-0.0105942204327933	-0.0538742608183087	0.0269371318756898	rho_0_5
32	2.3283064365387e-10	0.0359019959481936	-0.049471732329584	0.0156334129757716	0.0642528059303086	-0.010134291486211	-0.0515354067560727	0.0257677044619826	rho_0_5
33	1.16415321826935e-10	0.0343433751808103	-0.0473240063670707	0.0149547162521767	0.0614633856228741	-0.00969432946431679	-0.0492980896781319	0.0246490457164935	rho_0_5
34	5.82076609134674e-11	0.0328524191429301	-0.0452695197942238	0.0143054839995771	0.0587950629874467	-0.00927346757167652	-0.0471579016232971	0.0235789515712536	rho_0_5
35	2.91038304567337e-11	0.0314261902894325	-0.0433042249305399	0.01368443703577	0.056242580789497	-0.00887087662683123	-0.0451106259516767	0.0225553136626012	rho_0_5
36	1.45519152283669e-11	0.0300618786045775	-0.0414242497481251	0.0130903517294755	0.0538009100260565	-0.00848576343755101	-0.0431522290600216	0.0215761151670265	rho_0_5
37	7.27595761418343e-12	0.0287567960649824	-0.0396258902811414	0.0125220575799315	0.0514652400183765	-0.00811736924252546	-0.041278852446125	0.0206394268224569	rho_0_5
38	3.63797880709171e-12	0.0275083713432603	-0.0379056033472377	0.0119784349059478	0.0492309689342362	-0.00776496821865622	-0.0394868051124287	0.0197434031246041	rho_0_5
39	1.81898940354586e-12	0.0263141447417317	-0.0362599995761992	0.0114584126374747	0.0470936947214753	-0.00742786605212846	-0.0377725562967614	0.0188862786896032	rho_0_5
40	9.09494701772928e-13	0.0251717633461505	-0.0346858367368513	0.0109609662041429	0.0450492064350171	-0.0071053985710038	-0.0361327285173324	0.0180663647751467	rho_0_5
0	1	0.697319282160411	2.60971119642481	1.15134038410807	0.0652427799106202	0.227010550973831	1.15134038410807	0.924329833134242	rho_0_9999
1	0.9999	0.732122013390198	2.56139737920693	1.16641040959129	0.127646644893028	0.217144198100547	1.10116762968067	0.949266211490745	rho_0_9999
2	0.99980001	0.7654073429791	2.51517451588413	1.18081969338101	0.187334841667805	0.207706175200956	1.05317304848798	0.973113518180056	rho_0_9999
3	0.999700029999	0.797241146671271	2.47095183233741	1.19459692096611	0.244425266434545	0.198677887147419	1.0072620792983	0.99591903381869	rho_0_9999
4	0.999600059996	0.827686440341218	2.42864249523269	1.2077695325097	0.299030697154499	0.190041546084239	0.963344266075151	1.01772798642546	rho_0_9999
5	0.999500099990001	0.856803504149575	2.38816344093914	1.22036377691256	0.351259015749115	0.181780136381494	0.921333079758064	1.03858364053107	rho_0_9999
6	0.999400149980002	0.884650001308897	2.34943521187468	1.23240476352955	0.401213420652254	0.173877381110326	0.881145747780434	1.05852738241922	rho_0_9999
7	0.999300209965004	0.911281091693461	2.31238179995634	1.24391651164076	0.448992630134856	0.16631770997365	0.842703090988507	1.07759880166711	rho_0_9999
8	0.999200279944007	0.936749540516913	2.27693049684676	1.25492199777508	0.494691076802654	0.159086228629082	0.805929367640221	1.09583576914599	rho_0_9999
9	0.999100359916013	0.961105822291886	2.24301175070211	1.26544320097921	0.53839909365014	0.15216868934366	0.770752124176552	1.11327451163555	rho_0_9999
10	0.999000449880021	0.984398220276411	2.21055902913892	1.27550114612147	0.58020309203736	0.145551462922528	0.737102052471326	1.12994968319894	rho_0_9999
11	0.998900549835033	1.00667292160304	2.17950868814996	1.28511594531562	0.620185731940175	0.139221511856288	0.704912853278261	1.14589443345933	rho_0_9999
12	0.99880065978005	1.02797410827815	2.14979984671094	1.29430683754637	0.658426084809444	0.133166364634108	0.674121105606194	1.16114047291226	rho_0_9999
13	0.998700779714072	1.04834404423064	2.12137426683087	1.30309222657458	0.69499978935998	0.12737409117197	0.644666141765134	1.17571813540261	rho_0_9999
14	0.9986009096361	1.0678231585816	2.09417623880981	1.31148971719693	0.729979200596225	0.121833279307664	0.616489927836953	1.18965643788927	rho_0_9999
15	0.998501049545137	1.08645012529903	2.06815247147794	1.31951614993144	0.763433532368268	0.116533012316201	0.589536949335211	1.20298313761523	rho_0_9999
16	0.998401199440182	1.10426193939441	2.04325198719973	1.32718763419711	0.795428993739055	0.111462847401351	0.56375410182884	1.21572478679576	rho_0_9999
17	0.998301359320238	1.12129398981139	2.01942602143622	1.33451958005325	0.826028919431484	0.106612795120934	0.539090586314198	1.22790678493232	rho_0_9999
18	0.998201529184306	1.13758012915019	1.9966279266677	1.34152672856082	0.85529389461239	0.101973299705316	0.515497809129341	1.23955342885551	rho_0_9999
19	0.998101709031388	1.15315274036502	1.97481308048736	1.34822318082572	0.883281874259264	0.0975352202303496	0.492929286213325	1.25068796059537	rho_0_9999
20	0.998001898860485	1.16804280056588	1.95393879768482	1.35462242578117	0.910048297344903	0.0932898126076429	0.471340551521907	1.26133261317353	rho_0_9999
21	0.997902098670599	1.18227994205071	1.93396424614655	1.36073736676411	0.935646196064944	0.0892287123566998	0.450689069419209	1.27150865440741	rho_0_9999
22	0.997802308460731	1.19589251068774	1.91485036640714	1.36658034693767	0.960126300323499	0.0853439181249641	0.430934150872725	1.2812364288127	rho_0_9999
23	0.997702528229885	1.20890762176343	1.89655979469318	1.37216317361006	0.983537137682741	0.0816277759233157	0.412036873286563	1.29053539768675	rho_0_9999
24	0.997602757977062	1.22135121340582	1.87905678930806	1.37749714149771	1.00592512897337	0.0780729640459492	0.393960003814973	1.29942417745176	rho_0_9999
25	0.997502997701265	1.23324809768859	1.86230716021254	1.38259305497845	1.02733467975435	0.0746724786449297	0.376667926005076	1.30792057633352	rho_0_9999
26	0.997403247401495	1.2446220095166	1.84627820166262	1.38746124937861	1.04780826780206	0.0714196199310019	0.360126569624253	1.3160416294476	rho_0_9999
27	0.997303507076754	1.25549565338909	1.83093862777155	1.392111611336	1.0673865268013	0.0683079789734578	0.344303343533943	1.32380363236254	rho_0_9999
28	0.997203776726047	1.26589074813275	1.81625851086959	1.39655359827891	1.086108326403	0.0653314250730772	0.32916707147761	1.33122217320583	rho_0_9999
29	0.997104056348374	1.27582806969287	1.80220922253949	1.40079625705934	1.10401084880642	0.0624840936832314	0.314687930656332	1.3383121633761	rho_0_9999
30	0.997004345942739	1.28532749206669	1.78876337721201	1.40484824177745	1.12112966201656	0.0597603748553801	0.30083739297103	1.34508786692207	rho_0_9999
31	0.996904645508145	1.29440802645974	1.77589477821002	1.40871783083211	1.13749878992139	0.0571549021861841	0.287588168815549	1.35156292864592	rho_0_9999
32	0.996804955043594	1.30308785874234	1.76357836613498	1.41241294323124	1.15315077932673	0.0546625422444498	0.274914153309847	1.35775040098679	rho_0_9999
33	0.99670527454809	1.31138438527993	1.75179016949426	1.41594115419412	1.16811676408092	0.052278384457097	0.262790374867387	1.36366276973702	rho_0_9999
34	0.996605604020635	1.31931424720789	1.74050725747164	1.41930971007626	1.18242652641569	0.0499977314341861	0.251192945995341	1.36931197864208	rho_0_9999
35	0.996505943460233	1.32689336321846	1.7297076947485	1.42252554264645	1.19610855562401	0.0478160897139981	0.240099016230766	1.37470945293246	rho_0_9999
36	0.996406292865887	1.33413696092418	1.71937049828605	1.42559528274391	1.20919010419056	0.0457291609098618	0.229486727119898	1.37986612183404	rho_0_9999
37	0.996306652236601	1.34105960685984	1.709475595984	1.42852527334256	1.2216972414854	0.0437328332413573	0.219335169151997	1.3847924401012	rho_0_9999
38	0.996207021571377	1.34767523518187	1.70000378713389	1.43132158204818	1.23365490512661	0.041823173433154	0.209624340562781	1.38949840861502	rho_0_9999
39	0.99610740086922	1.35399717512185	1.69093670458926	1.43399001305296	1.24508695011317	0.0399964189655556	0.200335107926354	1.39399359408741	rho_0_9999
40	0.996007790129133	1.36003817724818	1.68225677857815	1.43653611857112	1.2560161958248	0.0382489706614706	0.19144916845795	1.39828714790965	rho_0_9999
